Symbol,Type,Price~,Latest,"Exp Date",DTE,Strike,Moneyness,Bid,Ask,Mid,Volume,"Open Int",IV,"IV Rank","IV Pctl",Delta,Gamma,Theta,Vega,Rho,"ITM Prob","OTM Prob","Profit Prob","BE (Bid)","BE (Ask)","BE (Mid)"
PBI,Put,15.26,0,2027-01-15,256,23.00,+50.72%,7.1,9.2,8.15,0,0,48.39%,41.87%,65%,-0.797145,0.046467,-0.002608,0.034397,-0.074792,84.43%,15.57%,40.20%,15.9,13.8,14.85
PBI,Put,15.26,0.2,2027-01-15,256,7.00,-54.13%,0.1,0.9,0.5,0,2698,86.80%,41.87%,65%,-0.072871,0.012461,-0.002907,0.017637,-0.010249,14.18%,85.82%,10.36%,6.9,6.1,6.5
PBI,Put,15.26,0,2027-01-15,256,24.00,+57.27%,7.3,10.2,8.75,0,0,34.17%,41.87%,65%,-0.96717,0.016358,-0.000319,0.007604,-0.022971,94.32%,5.68%,36.26%,16.7,13.8,15.25
PBI,Put,15.26,0,2027-01-15,256,25.00,+63.83%,9,11.1,10.05,0,0,51.64%,41.87%,65%,-0.833575,0.038606,-0.002364,0.030084,-0.075356,87.31%,12.69%,41.46%,16,13.9,14.95
PBI,Put,15.26,0,2027-01-15,256,5.00,-67.23%,0,0.75,0.38,0,2758,108.33%,41.87%,65%,-0.044596,0.006786,-0.00248,0.011993,-0.006728,10.94%,89.06%,7.94%,5,4.25,4.62
PBI,Put,15.26,0,2027-01-15,256,26.00,+70.38%,10,12.1,11.05,0,0,54.53%,41.87%,65%,-0.838965,0.035774,-0.002438,0.029346,-0.075829,87.83%,12.17%,41.90%,16,13.9,14.95
PBI,Put,15.26,0,2027-01-15,256,4.00,-73.79%,0,0.75,0.38,0,2,128.36%,41.87%,65%,-0.036131,0.004828,-0.002482,0.01011,-0.00589,10.65%,89.35%,7.51%,4,3.25,3.62
PBI,Put,15.26,0,2027-01-15,256,3.00,-80.34%,0,0.75,0.38,0,5,155.59%,41.87%,65%,-0.027905,0.003218,-0.002434,0.008169,-0.00507,10.59%,89.41%,7.09%,3,2.25,2.62
PBI,Put,15.26,0,2027-01-15,256,2.00,-86.89%,0,0.75,0.38,0,0,197.85%,41.87%,65%,-0.019431,0.001867,-0.002285,0.006026,-0.004214,11.00%,89.00%,6.55%,2,1.25,1.62
PBI,Put,15.26,0.02,2027-01-15,256,1.00,-93.45%,0,0.2,0.1,0,19,197.09%,41.87%,65%,-0.006446,0.000718,-0.000878,0.002312,-0.001271,4.94%,95.06%,3.70%,1,0.8,0.9
PBI,Put,15.26,2.8,2028-01-21,627,15.00,-1.70%,1.7,4.2,2.95,5,30,40.68%,41.87%,65%,-0.363447,0.046237,-0.002009,0.073253,-0.111051,48.71%,51.29%,25.84%,13.3,10.8,12.05
PBI,Put,15.26,0,2028-01-21,627,17.00,+11.40%,2.35,5.4,3.88,0,0,38.98%,41.87%,65%,-0.465548,0.051348,-0.001939,0.076823,-0.1339,58.37%,41.63%,29.57%,14.65,11.6,13.12
PBI,Put,15.26,1.77,2028-01-21,627,12.00,-21.36%,0.1,3.5,1.8,0,230,48.03%,41.87%,65%,-0.228055,0.03143,-0.002027,0.059447,-0.074713,35.13%,64.87%,17.63%,11.9,8.5,10.2
PBI,Put,15.26,6.1,2028-01-21,627,20.00,+31.06%,4.3,7.4,5.85,0,530,37.05%,41.87%,65%,-0.621645,0.052157,-0.001599,0.07155,-0.150578,71.13%,28.87%,34.66%,15.7,12.6,14.15
PBI,Put,15.26,1.25,2028-01-21,627,10.00,-34.47%,0,2.5,1.25,0,110,52.79%,41.87%,65%,-0.157649,0.022757,-0.001822,0.047595,-0.05402,27.07%,72.93%,15.23%,10,7.5,8.75
PBI,Put,15.26,0,2028-01-21,627,22.00,+44.17%,5.9,9,7.45,0,0,37.20%,41.87%,65%,-0.697803,0.047892,-0.001348,0.064901,-0.163864,77.35%,22.65%,37.12%,16.1,13,14.55
PBI,Put,15.26,0.98,2028-01-21,627,8.00,-47.58%,0,3,1.5,0,206,76.47%,41.87%,65%,-0.118625,0.012946,-0.002211,0.03925,-0.048485,25.97%,74.03%,13.28%,8,5,6.5
PBI,Put,15.26,0,2028-01-21,627,25.00,+63.83%,8.5,11.6,10.05,0,0,37.42%,41.87%,65%,-0.809804,0.03691,-0.000927,0.047908,-0.139391,84.29%,15.71%,39.55%,16.5,13.4,14.95
PBI,Put,15.26,0.45,2028-01-21,627,5.00,-67.23%,0,0.45,0.23,0,40,61.34%,41.87%,65%,-0.033525,0.006058,-0.000688,0.014822,-0.011513,8.26%,91.74%,6.61%,5,4.55,4.77
PBI,Put,15.26,0,2028-01-21,627,4.00,-73.79%,0,2.65,1.33,0,0,133.93%,41.87%,65%,-0.048034,0.003729,-0.001984,0.019816,-0.029603,22.28%,77.72%,8.36%,4,1.35,2.67
PBI,Put,15.26,0,2028-01-21,627,27.00,+76.93%,10.3,13.5,11.9,0,0,38.01%,41.87%,65%,-0.864099,0.028868,-0.000679,0.036986,-0.114438,87.40%,12.60%,40.28%,16.7,13.5,15.1
PBI,Put,15.26,0,2028-01-21,627,3.00,-80.34%,0,0.75,0.38,0,0,100.80%,41.87%,65%,-0.02732,0.003114,-0.000959,0.012514,-0.012175,10.91%,89.09%,7.37%,3,2.25,2.62
PBI,Put,15.26,0,2028-01-21,627,2.00,-86.89%,0,2.6,1.3,0,0,229.69%,41.87%,65%,-0.014209,0.000792,-0.001209,0.007177,-0.020089,24.98%,75.02%,0.00%,2,-0.6,0.7
PBI,Put,15.26,0,2028-01-21,627,1.00,-93.45%,0,0.2,0.1,0,0,127.21%,41.87%,65%,-0.006334,0.000699,-0.000348,0.003554,-0.003072,5.11%,94.89%,3.85%,1,0.8,0.9
PBI,Put,15.26,0,2028-01-21,627,30.00,+96.59%,13.2,16.3,14.75,0,0,37.34%,41.87%,65%,-0.951119,0.012744,-0.000232,0.015061,-0.05753,91.64%,8.36%,41.28%,16.8,13.7,15.25
"Downloaded from Barchart.com as of 05-05-2026 08:01am CDT"
